name;description;long;lat;idquartier;largeur;longueur;adresse
kml_1;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>480</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Président John Fitzgerald Kennedy (cours)</td> </tr><tr bgcolor=""#E3E3F3""> <th>";-1.70581522003501;48.1210985142887;;3;5;au n° 5  -  Président John Fitzgerald Kennedy (cours)
kml_10;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>432</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Olympe de Gouges (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>de";-1.70146634168422;48.129426548651;;3.3;4.5;devant le N° 7  -  Olympe de Gouges (rue)
kml_100;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>392</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>René Pléven (square)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>face";-1.6379517827468;48.1038523741416;;3.3;4.5;face au n° 20  -  René Pléven (square)
kml_101;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>253</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>René-Yves Creston (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>s";-1.63961464756735;48.0911985304077;;3;3.5;sur parking face au n° 38  -  René-Yves Creston (rue)
kml_102;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>250</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>René-Yves Creston (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>f";-1.6415793269432;48.0903537421733;;2.5;3;face groupe scolaie  -  René-Yves Creston (rue)
kml_103;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>251</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>René-Yves Creston (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>p";-1.64180392623421;48.0905842050037;;3.5;3.5;pk face au n° 11  -  René-Yves Creston (rue)
kml_104;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>729</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>René-Yves Creston (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>p";-1.64145228330543;48.0905218766574;;3;3.5;pk près groupe scolaire  -  René-Yves Creston (rue)
kml_105;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>249</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>René-Yves Creston (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>p";-1.64184799378945;48.0899941899278;;3;3.5;pk face au n° 5  -  René-Yves Creston (rue)
kml_106;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>99</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Pierre Proudhon (allée)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>pk";-1.71151751530618;48.1021149848516;;3.5;4.5;pk derrière le n° 171 rue Eugène Pottier  -  Pierre Proudhon (allée)
kml_107;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>101</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Paul Lerebourg Pigeonnière (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</";-1.70763272295813;48.1007999270887;;3.3;4.3;au droit du n° 2  -  Paul Lerebourg Pigeonnière (rue)
kml_108;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>102</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>André Trasbot (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au dr";-1.70877144223517;48.1004795443236;;2;5.5;au droit du n° 9  -  André Trasbot (rue)
kml_109;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>103</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Jules Lallemand (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au ";-1.70709811327973;48.1004447637133;;2.4;5;au droit du n° 44  -  Jules Lallemand (rue)
kml_11;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>787</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Victor Janton (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n°";-1.70506131412672;48.1299359979697;;3.3;4.5;au n°10  -  Victor Janton (rue)
kml_110;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>106</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Germain Gautier (square)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>";-1.70598789186672;48.1017768386903;;3.3;4.2;Au N° 1  -  Germain Gautier (square)
kml_111;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>108</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Cleunay (boulevard de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>an";-1.70263529328235;48.1002368073663;;3.3;4.2;angle Jules Lallemand  -  Cleunay (boulevard de)
kml_112;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>109</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Jules Lallemand (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>fac";-1.70622207993019;48.1004247598385;;3.9;4.5;face coiffure  à 50m de la rue F. de Lesseps  -  Jules Lallemand (rue)
kml_113;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>228</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>André Trasbot (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au dr";-1.70887795464909;48.1008357965468;;2;5.5;au droi du n° 7  -  André Trasbot (rue)
kml_114;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>259</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Noël Blayau (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>à 50m à";-1.6993342692159;48.1054297593387;;4.8;5.5;à 50m à l'est du n°26  -  Noël Blayau (rue)
kml_115;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>260</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Yves Montand (square)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>Fac";-1.71050861666851;48.1002926136157;;3.3;4.2;Face à l'entrée A du batiment  -  Yves Montand (square)
kml_116;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>261</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Frédéric Cournet (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>fa";-1.71008652297068;48.1029929991678;;3.4;4.3;face au N°11  -  Frédéric Cournet (rue)
kml_117;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>493</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Edouard Turquety (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>fa";-1.694891587024;48.1051785583485;;4.4;4.4;face au n° 7  -  Edouard Turquety (rue)
kml_118;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>171</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Gustave Charpentier (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td";-1.65760460283942;48.1262564020431;;3.4;5.6;au n° 15  -  Gustave Charpentier (rue)
kml_119;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>486</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Gustave Charpentier (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td";-1.65759786169256;48.1266167042358;;3.4;5.6;face au n° 19  -  Gustave Charpentier (rue)
kml_12;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>788</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Victor Janton (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n°";-1.70506373013877;48.130054045618;;3.3;4.5;au n°10  -  Victor Janton (rue)
kml_120;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>403</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Josselin (square de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>deva";-1.66865212957234;48.1363196033043;;3.1;5.4;devant la maison de l'enfance  -  Josselin (square de)
kml_121;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>262</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Champion de Cicé (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>Fa";-1.70512508675279;48.1022803586602;;2;5.2;Face au n°51  -  Champion de Cicé (rue)
kml_122;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>440</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Lanester (allée de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>devan";-1.66631703225977;48.1332542005346;;3.3;4.6;devant le N° 3  -  Lanester (allée de)
kml_123;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>263</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Jules Lallemand (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>dev";-1.70957060588835;48.0997168213163;;3.4;4.4;devant le gymnase Cleunay-Récipon  -  Jules Lallemand (rue)
kml_124;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>264</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Massouah (square de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n";-1.70722444069956;48.0995646106359;;3.2;4.6;au n°1  -  Massouah (square de)
kml_125;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>524</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Marbaudais (rue de la)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>fa";-1.66297584352198;48.1260243967471;;2.8;5.6;face au n° 19  -  Marbaudais (rue de la)
kml_126;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>58</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Sainte-Foix (route de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>sur";-1.72079576327991;48.1009466474435;;3.3;4.5;sur le parking au 210  -  Sainte-Foix (route de)
kml_127;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>294</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Yves Montand (square)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au ";-1.71105503278165;48.1002435600348;;3.3;4.2;au n° 23  -  Yves Montand (square)
kml_128;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>295</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Yves Montand (square)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au ";-1.71091489891906;48.099723533389;;3.3;4.2;au n° 19  -  Yves Montand (square)
kml_129;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>313</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Ferdinand de Lesseps (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <t";-1.70728991861817;48.1015254291818;;3.5;4.8;au droit du n° 34  -  Ferdinand de Lesseps (rue)
kml_13;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>555</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Victor Janton (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au N°";-1.705079233249;48.1289097319666;;4.5;4.3;au N° 2  -  Victor Janton (rue)
kml_130;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>344</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Germain Gautier (square)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>";-1.70568323769867;48.101298065384;;3;5;au n° 5  à proximité de la maison des familles  -  Germain Gautier (square)
kml_131;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>218</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Henri Fréville (avenue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>d";-1.67429635201912;48.0878064928408;;0;0;devant la Poste  -  Henri Fréville (avenue)
kml_132;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>346</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Ferdinand de Lesseps (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <t";-1.70710012324722;48.1014727740781;;3.5;4.8;au droit du n° 19  -  Ferdinand de Lesseps (rue)
kml_133;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>364</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Joseph Tortelier (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>su";-1.70862868581869;48.097751660661;;3;5;sur parking à l'entrée  -  Joseph Tortelier (rue)
kml_134;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>365</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Nathalie Lemel (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>sur ";-1.71006905966028;48.1023948972914;;3.2;4.5;sur parking derrière n° 7  -  Nathalie Lemel (rue)
kml_135;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>380</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Nathalie Lemel (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n";-1.71061443244144;48.1024602597698;;2.4;5;au n° 5  -  Nathalie Lemel (rue)
kml_136;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>381</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Champion de Cicé (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au";-1.70143651784084;48.1032943588326;;1.9;5;au n° 16  -  Champion de Cicé (rue)
kml_137;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>223</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Victor Schoelcher (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>p";-1.64090036628495;48.088955519301;;2.5;5;pk face au n° 2 et 4  -  Victor Schoelcher (rue)
kml_138;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>564</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Victor Schoelcher (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>f";-1.64032162550208;48.089937699092;;3.5;4.5;face au n° 11  -  Victor Schoelcher (rue)
kml_139;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>563</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Victor Schoelcher (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>d";-1.64001626801989;48.0897141784125;;3.5;4.5;derrière le n° 13  -  Victor Schoelcher (rue)
kml_14;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>553</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Victor Janton (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au N°";-1.70524340429292;48.1292748368322;;3.3;4.5;au N° 5  -  Victor Janton (rue)
kml_140;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>456</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Vouziers (rue de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au nive";-1.65982487727292;48.0994830426282;;1.9;5;au niveau du N° 22  -  Vouziers (rue de)
kml_141;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>8323</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Suède (rue de )</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n°1</";-1.67986446739615;48.0867962877027;;3.4;5.5;au n°1  -  Suède (rue de )
kml_142;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>512</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Voltaire (boulevard)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n";-1.70152180711973;48.1051399836012;;1.9;5;au n° 79  -  Voltaire (boulevard)
kml_143;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>290</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Mont Dol (allée du)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n°";-1.65290711454526;48.1360305794828;;3.1;5;au n° 1  -  Mont Dol (allée du)
kml_144;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>338</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Mont Dol (allée du)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>face ";-1.65355139598789;48.135694156573;;3.5;6;face au n° 4  -  Mont Dol (allée du)
kml_145;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>164</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Pablo Néruda (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>à prox";-1.67125297259811;48.1370457553533;;3.2;4.5;à proximité du n° 13  -  Pablo Néruda (rue)
kml_146;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>513</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Joseph Gemain (allée)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au ";-1.70570502162444;48.1009940673824;;3.3;4.5;au n°4  -  Joseph Gemain (allée)
kml_147;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>593</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Massouah (square de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au N";-1.70725818050113;48.0991173964577;;3.2;4.6;au N°15  -  Massouah (square de)
kml_148;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>600</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Noël Blayau (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n° 3";-1.70015362906277;48.1063411249241;;4.4;4.4;au n° 36  -  Noël Blayau (rue)
kml_149;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>604</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Maurice Prestaut (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au";-1.70217069745975;48.1027214752364;;1.9;5.5;au N° 3  -  Maurice Prestaut (rue)
kml_15;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>784</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Victor Janton (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au n°";-1.70524527373481;48.128777353737;;3.3;4.5;au n°1  -  Victor Janton (rue)
kml_150;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>621</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Guébriant (rue de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>Face a";-1.70353295194821;48.1029508737842;;2;5;Face au groupe scolaire Champion de Cicé  au droit de la boulangerie  -  Guébriant (rue de)
kml_151;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>661</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Ferdinand de Lesseps (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <t";-1.70695497495859;48.1010969458094;;3.2;4.8;devant le n°23  -  Ferdinand de Lesseps (rue)
kml_152;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>1922</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Trois Croix (boulevard des)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> ";-1.68398944065099;48.1278400786111;;1.7;4.4;au n°29  -  Trois Croix (boulevard des)
kml_153;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>165</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Pablo Néruda (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>à prox";-1.67135866230367;48.1371317306241;;3.2;4.5;à proximité du n° 19  -  Pablo Néruda (rue)
kml_155;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>662</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Champion de Cicé (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au";-1.71128983791722;48.1010799252964;;2;5.2;au n°78  près place St Guénolé  -  Champion de Cicé (rue)
kml_156;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>748</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Jules Rieffel (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>devan";-1.69581932606517;48.1074862556235;;2;5;devant le N°4B  -  Jules Rieffel (rue)
kml_157;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>760</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Prévalaye (quai de la)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au";-1.6914402906127;48.107439478512;;2;5.2;au N° 49  -  Prévalaye (quai de la)
kml_158;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>791</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Frederic Cournet (rue)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>au";-1.70997118847083;48.1032339214884;;3.3;5;au n°8  -  Frederic Cournet (rue)
kml_159;"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>OBJECTID</th> <td>794</td> </tr><tr bgcolor=""""> <th>NOM_VOIE</th> <td>Redon (rue de)</td> </tr><tr bgcolor=""#E3E3F3""> <th>ADRESSE</th> <td>devant le ";-1.69002567617188;48.1053365022458;;2;5.4;devant le n°15  -  Redon (rue de)
